detector_name,category,sample_index,image_path,defect_type,label,image_score,patch_grid_h,patch_grid_w,image_h,image_w,mask_positive_pixels
feature,cable,12,data/mvtec_ad/cable/test/bent_wire/012.png,bent_wire,1,0.9666325449943542,32,32,1024,1024,72366
feature,cable,10,data/mvtec_ad/cable/test/bent_wire/010.png,bent_wire,1,0.9653958678245544,32,32,1024,1024,38102
feature,cable,25,data/mvtec_ad/cable/test/combined/000.png,combined,1,0.9556090235710144,32,32,1024,1024,42321
feature,cable,1,data/mvtec_ad/cable/test/bent_wire/001.png,bent_wire,1,0.9551673531532288,32,32,1024,1024,15206
feature,cable,125,data/mvtec_ad/cable/test/missing_cable/007.png,missing_cable,1,0.9457645416259766,32,32,1024,1024,158927
feature,cable,26,data/mvtec_ad/cable/test/combined/001.png,combined,1,0.9453685283660888,32,32,1024,1024,41285
feature,cable,7,data/mvtec_ad/cable/test/bent_wire/007.png,bent_wire,1,0.9434252977371216,32,32,1024,1024,38552
feature,cable,40,data/mvtec_ad/cable/test/cut_inner_insulation/004.png,cut_inner_insulation,1,0.9349467754364014,32,32,1024,1024,44383
feature,cable,148,data/mvtec_ad/cable/test/poke_insulation/008.png,poke_insulation,1,0.9345663785934448,32,32,1024,1024,41654
feature,cable,127,data/mvtec_ad/cable/test/missing_cable/009.png,missing_cable,1,0.9323669672012328,32,32,1024,1024,151277
feature,cable,3,data/mvtec_ad/cable/test/bent_wire/003.png,bent_wire,1,0.9291898012161256,32,32,1024,1024,12881
feature,cable,51,data/mvtec_ad/cable/test/cut_outer_insulation/001.png,cut_outer_insulation,1,0.9290958642959596,32,32,1024,1024,7513
feature,cable,50,data/mvtec_ad/cable/test/cut_outer_insulation/000.png,cut_outer_insulation,1,0.9272869229316713,32,32,1024,1024,23454
feature,cable,55,data/mvtec_ad/cable/test/cut_outer_insulation/005.png,cut_outer_insulation,1,0.9260709285736084,32,32,1024,1024,4647
feature,cable,47,data/mvtec_ad/cable/test/cut_inner_insulation/011.png,cut_inner_insulation,1,0.9225811958312988,32,32,1024,1024,56332
feature,cable,30,data/mvtec_ad/cable/test/combined/005.png,combined,1,0.9180622100830078,32,32,1024,1024,148557
feature,cable,46,data/mvtec_ad/cable/test/cut_inner_insulation/010.png,cut_inner_insulation,1,0.9163034558296204,32,32,1024,1024,31665
feature,cable,45,data/mvtec_ad/cable/test/cut_inner_insulation/009.png,cut_inner_insulation,1,0.9144376516342164,32,32,1024,1024,61146
feature,cable,123,data/mvtec_ad/cable/test/missing_cable/005.png,missing_cable,1,0.9124773144721984,32,32,1024,1024,70780
feature,cable,128,data/mvtec_ad/cable/test/missing_cable/010.png,missing_cable,1,0.908738911151886,32,32,1024,1024,84372
feature,cable,37,data/mvtec_ad/cable/test/cut_inner_insulation/001.png,cut_inner_insulation,1,0.9078540802001952,32,32,1024,1024,30558
feature,cable,118,data/mvtec_ad/cable/test/missing_cable/000.png,missing_cable,1,0.9032281041145324,32,32,1024,1024,74489
feature,cable,121,data/mvtec_ad/cable/test/missing_cable/003.png,missing_cable,1,0.902119517326355,32,32,1024,1024,74858
feature,cable,52,data/mvtec_ad/cable/test/cut_outer_insulation/002.png,cut_outer_insulation,1,0.8999509811401367,32,32,1024,1024,14604
feature,cable,122,data/mvtec_ad/cable/test/missing_cable/004.png,missing_cable,1,0.8983824849128723,32,32,1024,1024,77885
feature,cable,57,data/mvtec_ad/cable/test/cut_outer_insulation/007.png,cut_outer_insulation,1,0.8983525633811951,32,32,1024,1024,21941
feature,cable,129,data/mvtec_ad/cable/test/missing_cable/011.png,missing_cable,1,0.8956618905067444,32,32,1024,1024,77245
feature,cable,120,data/mvtec_ad/cable/test/missing_cable/002.png,missing_cable,1,0.8954206705093384,32,32,1024,1024,69188
feature,cable,59,data/mvtec_ad/cable/test/cut_outer_insulation/009.png,cut_outer_insulation,1,0.8941169381141663,32,32,1024,1024,10318
feature,cable,29,data/mvtec_ad/cable/test/combined/004.png,combined,1,0.8931899070739746,32,32,1024,1024,49977
feature,cable,6,data/mvtec_ad/cable/test/bent_wire/006.png,bent_wire,1,0.8923983573913574,32,32,1024,1024,40784
feature,cable,119,data/mvtec_ad/cable/test/missing_cable/001.png,missing_cable,1,0.8893706202507019,32,32,1024,1024,71763
feature,cable,0,data/mvtec_ad/cable/test/bent_wire/000.png,bent_wire,1,0.8851595520973206,32,32,1024,1024,23162
feature,cable,126,data/mvtec_ad/cable/test/missing_cable/008.png,missing_cable,1,0.88502436876297,32,32,1024,1024,144175
feature,cable,48,data/mvtec_ad/cable/test/cut_inner_insulation/012.png,cut_inner_insulation,1,0.8849671483039856,32,32,1024,1024,103750
feature,cable,44,data/mvtec_ad/cable/test/cut_inner_insulation/008.png,cut_inner_insulation,1,0.8843518495559692,32,32,1024,1024,26265
feature,cable,27,data/mvtec_ad/cable/test/combined/002.png,combined,1,0.8838461637496948,32,32,1024,1024,23893
feature,cable,56,data/mvtec_ad/cable/test/cut_outer_insulation/006.png,cut_outer_insulation,1,0.8832780122756958,32,32,1024,1024,11710
feature,cable,31,data/mvtec_ad/cable/test/combined/006.png,combined,1,0.8820082545280457,32,32,1024,1024,94011
feature,cable,35,data/mvtec_ad/cable/test/combined/010.png,combined,1,0.8801783323287964,32,32,1024,1024,78276
feature,cable,39,data/mvtec_ad/cable/test/cut_inner_insulation/003.png,cut_inner_insulation,1,0.8746175169944763,32,32,1024,1024,62868
feature,cable,43,data/mvtec_ad/cable/test/cut_inner_insulation/007.png,cut_inner_insulation,1,0.8730744123458862,32,32,1024,1024,41070
feature,cable,42,data/mvtec_ad/cable/test/cut_inner_insulation/006.png,cut_inner_insulation,1,0.8719310760498047,32,32,1024,1024,19775
feature,cable,147,data/mvtec_ad/cable/test/poke_insulation/007.png,poke_insulation,1,0.8709491491317749,32,32,1024,1024,51028
feature,cable,36,data/mvtec_ad/cable/test/cut_inner_insulation/000.png,cut_inner_insulation,1,0.8707143068313599,32,32,1024,1024,33306
feature,cable,58,data/mvtec_ad/cable/test/cut_outer_insulation/008.png,cut_outer_insulation,1,0.8697757720947266,32,32,1024,1024,35537
feature,cable,145,data/mvtec_ad/cable/test/poke_insulation/005.png,poke_insulation,1,0.8638622760772705,32,32,1024,1024,6611
feature,cable,38,data/mvtec_ad/cable/test/cut_inner_insulation/002.png,cut_inner_insulation,1,0.8601757884025574,32,32,1024,1024,26929
feature,cable,141,data/mvtec_ad/cable/test/poke_insulation/001.png,poke_insulation,1,0.857506513595581,32,32,1024,1024,31427
feature,cable,2,data/mvtec_ad/cable/test/bent_wire/002.png,bent_wire,1,0.855930507183075,32,32,1024,1024,37083
feature,cable,54,data/mvtec_ad/cable/test/cut_outer_insulation/004.png,cut_outer_insulation,1,0.8553997278213501,32,32,1024,1024,24050
feature,cable,28,data/mvtec_ad/cable/test/combined/003.png,combined,1,0.8541198372840881,32,32,1024,1024,32849
feature,cable,49,data/mvtec_ad/cable/test/cut_inner_insulation/013.png,cut_inner_insulation,1,0.8528665900230408,32,32,1024,1024,29743
feature,cable,8,data/mvtec_ad/cable/test/bent_wire/008.png,bent_wire,1,0.8499087691307068,32,32,1024,1024,19659
feature,cable,140,data/mvtec_ad/cable/test/poke_insulation/000.png,poke_insulation,1,0.8496850728988647,32,32,1024,1024,8620
feature,cable,149,data/mvtec_ad/cable/test/poke_insulation/009.png,poke_insulation,1,0.849556565284729,32,32,1024,1024,37053
feature,cable,53,data/mvtec_ad/cable/test/cut_outer_insulation/003.png,cut_outer_insulation,1,0.8460263013839722,32,32,1024,1024,7697
feature,cable,22,data/mvtec_ad/cable/test/cable_swap/009.png,cable_swap,1,0.8429555296897888,32,32,1024,1024,58211
feature,cable,143,data/mvtec_ad/cable/test/poke_insulation/003.png,poke_insulation,1,0.8414681553840637,32,32,1024,1024,13376
feature,cable,41,data/mvtec_ad/cable/test/cut_inner_insulation/005.png,cut_inner_insulation,1,0.8388351202011108,32,32,1024,1024,27373
feature,cable,34,data/mvtec_ad/cable/test/combined/009.png,combined,1,0.8380724787712097,32,32,1024,1024,92936
feature,cable,138,data/mvtec_ad/cable/test/missing_wire/008.png,missing_wire,1,0.8349742889404297,32,32,1024,1024,18820
feature,cable,144,data/mvtec_ad/cable/test/poke_insulation/004.png,poke_insulation,1,0.8330603837966919,32,32,1024,1024,31573
feature,cable,135,data/mvtec_ad/cable/test/missing_wire/005.png,missing_wire,1,0.829349160194397,32,32,1024,1024,18712
feature,cable,146,data/mvtec_ad/cable/test/poke_insulation/006.png,poke_insulation,1,0.8240497708320618,32,32,1024,1024,27740
feature,cable,133,data/mvtec_ad/cable/test/missing_wire/003.png,missing_wire,1,0.8204622864723206,32,32,1024,1024,40701
feature,cable,19,data/mvtec_ad/cable/test/cable_swap/006.png,cable_swap,1,0.8198078870773315,32,32,1024,1024,67894
feature,cable,15,data/mvtec_ad/cable/test/cable_swap/002.png,cable_swap,1,0.8179397583007812,32,32,1024,1024,57103
feature,cable,24,data/mvtec_ad/cable/test/cable_swap/011.png,cable_swap,1,0.814415454864502,32,32,1024,1024,51956
feature,cable,139,data/mvtec_ad/cable/test/missing_wire/009.png,missing_wire,1,0.8141778111457825,32,32,1024,1024,20485
feature,cable,134,data/mvtec_ad/cable/test/missing_wire/004.png,missing_wire,1,0.8132992386817932,32,32,1024,1024,38640
feature,cable,142,data/mvtec_ad/cable/test/poke_insulation/002.png,poke_insulation,1,0.8106144666671753,32,32,1024,1024,1506
feature,cable,103,data/mvtec_ad/cable/test/good/043.png,good,0,0.8015605807304382,32,32,1024,1024,0
feature,cable,136,data/mvtec_ad/cable/test/missing_wire/006.png,missing_wire,1,0.7988162636756897,32,32,1024,1024,18399
feature,cable,17,data/mvtec_ad/cable/test/cable_swap/004.png,cable_swap,1,0.7937020063400269,32,32,1024,1024,55036
feature,cable,32,data/mvtec_ad/cable/test/combined/007.png,combined,1,0.7931554317474365,32,32,1024,1024,77899
feature,cable,21,data/mvtec_ad/cable/test/cable_swap/008.png,cable_swap,1,0.779624879360199,32,32,1024,1024,61687
feature,cable,132,data/mvtec_ad/cable/test/missing_wire/002.png,missing_wire,1,0.7792596220970154,32,32,1024,1024,15156
feature,cable,60,data/mvtec_ad/cable/test/good/000.png,good,0,0.77845698595047,32,32,1024,1024,0
feature,cable,14,data/mvtec_ad/cable/test/cable_swap/001.png,cable_swap,1,0.7784348130226135,32,32,1024,1024,61514
feature,cable,96,data/mvtec_ad/cable/test/good/036.png,good,0,0.776599109172821,32,32,1024,1024,0
feature,cable,20,data/mvtec_ad/cable/test/cable_swap/007.png,cable_swap,1,0.77382892370224,32,32,1024,1024,63705
feature,cable,131,data/mvtec_ad/cable/test/missing_wire/001.png,missing_wire,1,0.7682905793190002,32,32,1024,1024,16616
feature,cable,116,data/mvtec_ad/cable/test/good/056.png,good,0,0.7679010033607483,32,32,1024,1024,0
feature,cable,137,data/mvtec_ad/cable/test/missing_wire/007.png,missing_wire,1,0.7620812058448792,32,32,1024,1024,18838
feature,cable,130,data/mvtec_ad/cable/test/missing_wire/000.png,missing_wire,1,0.7598668336868286,32,32,1024,1024,24951
feature,cable,111,data/mvtec_ad/cable/test/good/051.png,good,0,0.7588914036750793,32,32,1024,1024,0
feature,cable,112,data/mvtec_ad/cable/test/good/052.png,good,0,0.7585840225219727,32,32,1024,1024,0
feature,cable,117,data/mvtec_ad/cable/test/good/057.png,good,0,0.7584024667739868,32,32,1024,1024,0
feature,cable,67,data/mvtec_ad/cable/test/good/007.png,good,0,0.7580487132072449,32,32,1024,1024,0
feature,cable,100,data/mvtec_ad/cable/test/good/040.png,good,0,0.7555782198905945,32,32,1024,1024,0
feature,cable,23,data/mvtec_ad/cable/test/cable_swap/010.png,cable_swap,1,0.755246102809906,32,32,1024,1024,60502
feature,cable,16,data/mvtec_ad/cable/test/cable_swap/003.png,cable_swap,1,0.75455641746521,32,32,1024,1024,59063
feature,cable,73,data/mvtec_ad/cable/test/good/013.png,good,0,0.7530614733695984,32,32,1024,1024,0
feature,cable,94,data/mvtec_ad/cable/test/good/034.png,good,0,0.7521457076072693,32,32,1024,1024,0
feature,cable,18,data/mvtec_ad/cable/test/cable_swap/005.png,cable_swap,1,0.7512372732162476,32,32,1024,1024,65474
feature,cable,98,data/mvtec_ad/cable/test/good/038.png,good,0,0.7502073645591736,32,32,1024,1024,0
feature,cable,66,data/mvtec_ad/cable/test/good/006.png,good,0,0.7476698756217957,32,32,1024,1024,0
feature,cable,13,data/mvtec_ad/cable/test/cable_swap/000.png,cable_swap,1,0.7464869618415833,32,32,1024,1024,67133
feature,cable,97,data/mvtec_ad/cable/test/good/037.png,good,0,0.7454432249069214,32,32,1024,1024,0
feature,cable,71,data/mvtec_ad/cable/test/good/011.png,good,0,0.7349821925163269,32,32,1024,1024,0
feature,cable,75,data/mvtec_ad/cable/test/good/015.png,good,0,0.7342111468315125,32,32,1024,1024,0
feature,cable,79,data/mvtec_ad/cable/test/good/019.png,good,0,0.7328763008117676,32,32,1024,1024,0
feature,cable,62,data/mvtec_ad/cable/test/good/002.png,good,0,0.7316185235977173,32,32,1024,1024,0
feature,cable,69,data/mvtec_ad/cable/test/good/009.png,good,0,0.7309491038322449,32,32,1024,1024,0
feature,cable,114,data/mvtec_ad/cable/test/good/054.png,good,0,0.7307988405227661,32,32,1024,1024,0
feature,cable,109,data/mvtec_ad/cable/test/good/049.png,good,0,0.728366494178772,32,32,1024,1024,0
feature,cable,72,data/mvtec_ad/cable/test/good/012.png,good,0,0.7280935049057007,32,32,1024,1024,0
feature,cable,90,data/mvtec_ad/cable/test/good/030.png,good,0,0.726582944393158,32,32,1024,1024,0
feature,cable,110,data/mvtec_ad/cable/test/good/050.png,good,0,0.725836455821991,32,32,1024,1024,0
feature,cable,74,data/mvtec_ad/cable/test/good/014.png,good,0,0.7243951559066772,32,32,1024,1024,0
feature,cable,65,data/mvtec_ad/cable/test/good/005.png,good,0,0.7239777445793152,32,32,1024,1024,0
feature,cable,68,data/mvtec_ad/cable/test/good/008.png,good,0,0.7236871123313904,32,32,1024,1024,0
feature,cable,88,data/mvtec_ad/cable/test/good/028.png,good,0,0.7230969071388245,32,32,1024,1024,0
feature,cable,92,data/mvtec_ad/cable/test/good/032.png,good,0,0.7230100631713867,32,32,1024,1024,0
feature,cable,82,data/mvtec_ad/cable/test/good/022.png,good,0,0.7220444679260254,32,32,1024,1024,0
feature,cable,95,data/mvtec_ad/cable/test/good/035.png,good,0,0.7181308269500732,32,32,1024,1024,0
feature,cable,91,data/mvtec_ad/cable/test/good/031.png,good,0,0.7163599133491516,32,32,1024,1024,0
feature,cable,78,data/mvtec_ad/cable/test/good/018.png,good,0,0.715911328792572,32,32,1024,1024,0
feature,cable,64,data/mvtec_ad/cable/test/good/004.png,good,0,0.7153432965278625,32,32,1024,1024,0
feature,cable,102,data/mvtec_ad/cable/test/good/042.png,good,0,0.7148314714431763,32,32,1024,1024,0
feature,cable,93,data/mvtec_ad/cable/test/good/033.png,good,0,0.7132282257080078,32,32,1024,1024,0
feature,cable,107,data/mvtec_ad/cable/test/good/047.png,good,0,0.712803065776825,32,32,1024,1024,0
feature,cable,61,data/mvtec_ad/cable/test/good/001.png,good,0,0.712469756603241,32,32,1024,1024,0
feature,cable,113,data/mvtec_ad/cable/test/good/053.png,good,0,0.7119995951652527,32,32,1024,1024,0
feature,cable,81,data/mvtec_ad/cable/test/good/021.png,good,0,0.711510181427002,32,32,1024,1024,0
feature,cable,80,data/mvtec_ad/cable/test/good/020.png,good,0,0.7113439440727234,32,32,1024,1024,0
feature,cable,70,data/mvtec_ad/cable/test/good/010.png,good,0,0.7071924805641174,32,32,1024,1024,0
feature,cable,108,data/mvtec_ad/cable/test/good/048.png,good,0,0.7059141993522644,32,32,1024,1024,0
feature,cable,115,data/mvtec_ad/cable/test/good/055.png,good,0,0.7058947682380676,32,32,1024,1024,0
feature,cable,101,data/mvtec_ad/cable/test/good/041.png,good,0,0.7010071873664856,32,32,1024,1024,0
feature,cable,76,data/mvtec_ad/cable/test/good/016.png,good,0,0.7009487152099609,32,32,1024,1024,0
feature,cable,99,data/mvtec_ad/cable/test/good/039.png,good,0,0.6986792683601379,32,32,1024,1024,0
feature,cable,83,data/mvtec_ad/cable/test/good/023.png,good,0,0.6983627676963806,32,32,1024,1024,0
feature,cable,86,data/mvtec_ad/cable/test/good/026.png,good,0,0.697281539440155,32,32,1024,1024,0
feature,cable,89,data/mvtec_ad/cable/test/good/029.png,good,0,0.6968021392822266,32,32,1024,1024,0
feature,cable,84,data/mvtec_ad/cable/test/good/024.png,good,0,0.695094645023346,32,32,1024,1024,0
feature,cable,77,data/mvtec_ad/cable/test/good/017.png,good,0,0.6907314658164978,32,32,1024,1024,0
feature,cable,104,data/mvtec_ad/cable/test/good/044.png,good,0,0.6891669034957886,32,32,1024,1024,0
feature,cable,85,data/mvtec_ad/cable/test/good/025.png,good,0,0.6890066862106323,32,32,1024,1024,0
feature,cable,105,data/mvtec_ad/cable/test/good/045.png,good,0,0.6798485517501831,32,32,1024,1024,0
feature,cable,87,data/mvtec_ad/cable/test/good/027.png,good,0,0.6782526969909668,32,32,1024,1024,0
feature,cable,106,data/mvtec_ad/cable/test/good/046.png,good,0,0.6747254729270935,32,32,1024,1024,0
